Domain,Area,Element,Months,Year,Unit,Value
"Temperature change","Spain","Temperature change","March","2010","°C","0.238"
"Temperature change","Spain","Temperature change","March","2011","°C","0.621"
"Temperature change","Spain","Temperature change","March","2012","°C","1.316"
"Temperature change","Spain","Temperature change","March","2013","°C","0.687"
"Temperature change","Spain","Temperature change","April","2000","°C","-0.023"
"Temperature change","Spain","Temperature change","April","2001","°C","1.298"
"Temperature change","Spain","Temperature change","April","2002","°C","1.104"
"Temperature change","Spain","Temperature change","April","2003","°C","1.315"
"Temperature change","Spain","Temperature change","April","2004","°C","0.132"
"Temperature change","Spain","Temperature change","April","2005","°C","1.498"
"Temperature change","Spain","Temperature change","April","2006","°C","2.245"
"Temperature change","Spain","Temperature change","April","2007","°C","1.35"
"Temperature change","Spain","Temperature change","April","2008","°C","1.712"
"Temperature change","Spain","Temperature change","April","2009","°C","0.248"
"Temperature change","Spain","Temperature change","April","2010","°C","2.055"
"Temperature change","Spain","Temperature change","April","2011","°C","3.544"
"Temperature change","Spain","Temperature change","April","2012","°C","-0.142"
"Temperature change","Spain","Temperature change","April","2013","°C","0.744"
"Temperature change","Spain","Temperature change","May","2000","°C","1.666"
"Temperature change","Spain","Temperature change","May","2001","°C","0.906"
"Temperature change","Spain","Temperature change","May","2002","°C","-0.089"
"Temperature change","Spain","Temperature change","May","2003","°C","1.676"
"Temperature change","Spain","Temperature change","May","2004","°C","-0.376"
"Temperature change","Spain","Temperature change","May","2005","°C","2.147"
"Temperature change","Spain","Temperature change","May","2006","°C","2.481"
"Temperature change","Spain","Temperature change","May","2007","°C","1.077"
"Temperature change","Spain","Temperature change","May","2008","°C","0.339"
"Temperature change","Spain","Temperature change","May","2009","°C","1.971"
"Temperature change","Spain","Temperature change","May","2010","°C","0.243"
"Temperature change","Spain","Temperature change","May","2011","°C","2.54"
"Temperature change","Spain","Temperature change","May","2012","°C","2.269"
"Temperature change","Spain","Temperature change","May","2013","°C","-0.985"
"Temperature change","Spain","Temperature change","June","2000","°C","2.042"
"Temperature change","Spain","Temperature change","June","2001","°C","2.431"
"Temperature change","Spain","Temperature change","June","2002","°C","1.647"
"Temperature change","Spain","Temperature change","June","2003","°C","3.823"
"Temperature change","Spain","Temperature change","June","2004","°C","3.04"
"Temperature change","Spain","Temperature change","June","2005","°C","3.457"
"Temperature change","Spain","Temperature change","June","2006","°C","2.295"
"Temperature change","Spain","Temperature change","June","2007","°C","0.924"
"Temperature change","Spain","Temperature change","June","2008","°C","1.258"
"Temperature change","Spain","Temperature change","June","2009","°C","2.595"
"Temperature change","Spain","Temperature change","June","2010","°C","0.92"
"Temperature change","Spain","Temperature change","June","2011","°C","1.761"
"Temperature change","Spain","Temperature change","June","2012","°C","2.664"
"Temperature change","Spain","Temperature change","June","2013","°C","0.174"
"Temperature change","Spain","Temperature change","July","2000","°C","0.346"
"Temperature change","Spain","Temperature change","July","2001","°C","0.328"
"Temperature change","Spain","Temperature change","July","2002","°C","0.237"
"Temperature change","Spain","Temperature change","July","2003","°C","1.655"
"Temperature change","Spain","Temperature change","July","2004","°C","1.156"
"Temperature change","Spain","Temperature change","July","2005","°C","1.751"
"Temperature change","Spain","Temperature change","July","2006","°C","2.788"
"Temperature change","Spain","Temperature change","July","2007","°C","0.727"
"Temperature change","Spain","Temperature change","July","2008","°C","0.707"
"Temperature change","Spain","Temperature change","July","2009","°C","1.676"
"Temperature change","Spain","Temperature change","July","2010","°C","2.284"
"Temperature change","Spain","Temperature change","July","2011","°C","0.411"
"Temperature change","Spain","Temperature change","July","2012","°C","0.853"
"Temperature change","Spain","Temperature change","July","2013","°C","1.851"
"Temperature change","Spain","Temperature change","August","2000","°C","0.952"
"Temperature change","Spain","Temperature change","August","2001","°C","1.621"
"Temperature change","Spain","Temperature change","August","2002","°C","-0.233"
"Temperature change","Spain","Temperature change","August","2003","°C","3.187"
"Temperature change","Spain","Temperature change","August","2004","°C","1.315"
"Temperature change","Spain","Temperature change","August","2005","°C","1.222"
"Temperature change","Spain","Temperature change","August","2006","°C","0.857"
"Temperature change","Spain","Temperature change","August","2007","°C","0.337"
"Temperature change","Spain","Temperature change","August","2008","°C","1.129"
"Temperature change","Spain","Temperature change","August","2009","°C","2.164"
"Temperature change","Spain","Temperature change","August","2010","°C","1.987"
"Temperature change","Spain","Temperature change","August","2011","°C","1.541"
"Temperature change","Spain","Temperature change","August","2012","°C","2.201"
"Temperature change","Spain","Temperature change","August","2013","°C","1.604"
"Temperature change","Spain","Temperature change","September","2000","°C","0.821"
"Temperature change","Spain","Temperature change","September","2001","°C","0.269"
"Temperature change","Spain","Temperature change","September","2002","°C","-0.026"
"Temperature change","Spain","Temperature change","September","2003","°C","1.229"
"Temperature change","Spain","Temperature change","September","2004","°C","1.515"
"Temperature change","Spain","Temperature change","September","2005","°C","0.353"
"Temperature change","Spain","Temperature change","September","2006","°C","1.616"
"Temperature change","Spain","Temperature change","September","2007","°C","0.44"
"Temperature change","Spain","Temperature change","September","2008","°C","-0.02"
"Temperature change","Spain","Temperature change","September","2009","°C","0.814"
"Temperature change","Spain","Temperature change","September","2010","°C","0.862"
"Temperature change","Spain","Temperature change","September","2011","°C","1.828"
"Temperature change","Spain","Temperature change","September","2012","°C","0.902"
"Temperature change","Spain","Temperature change","September","2013","°C","1.367"
"Temperature change","Spain","Temperature change","October","2000","°C","-0.037"
"Temperature change","Spain","Temperature change","October","2001","°C","2.253"
"Temperature change","Spain","Temperature change","October","2002","°C","1.103"
"Temperature change","Spain","Temperature change","October","2003","°C","-0.033"
"Temperature change","Spain","Temperature change","October","2004","°C","1.466"
"Temperature change","Spain","Temperature change","October","2005","°C","1.435"
"Temperature change","Spain","Temperature change","October","2006","°C","2.576"
"Temperature change","Spain","Temperature change","October","2007","°C","0.576"
"Temperature change","Spain","Temperature change","October","2008","°C","0.134"
"Temperature change","Spain","Temperature change","October","2009","°C","2.446"
"Temperature change","Spain","Temperature change","October","2010","°C","0.116"
"Temperature change","Spain","Temperature change","October","2011","°C","2.22"
"Temperature change","Spain","Temperature change","October","2012","°C","0.849"
"Temperature change","Spain","Temperature change","October","2013","°C","2.272"
"Temperature change","Spain","Temperature change","November","2000","°C","0.066"
"Temperature change","Spain","Temperature change","November","2001","°C","-0.794"
"Temperature change","Spain","Temperature change","November","2002","°C","1.504"
"Temperature change","Spain","Temperature change","November","2003","°C","1.292"
"Temperature change","Spain","Temperature change","November","2004","°C","-0.174"
